,feature,class
10,"[-1.5407649e+02  1.7964676e+02 -7.8120605e+01  5.4774807e+01
 -3.3610985e+01  4.3182770e+01  1.8096164e+00  1.0010938e+01
  3.2661874e+00 -4.7641406e+00  9.5319767e+00 -1.0590059e+01
  1.1402545e+01 -8.4700518e+00  2.3555117e+00 -8.8643017e+00
 -3.7945585e+00  1.2380913e+00 -4.5777133e-01  5.0790014e+00
 -3.6875503e+00  3.3067210e+00 -5.7360754e+00  3.3041801e+00
 -1.0177202e+00  9.3278050e-01  1.6513489e+00 -1.7018241e+00
  3.1120398e+00 -5.4040771e+00 -1.0848221e+00 -4.1541414e+00
  1.1114748e-02  7.3205376e-01 -2.9808478e+00 -2.6503067e+00
 -3.3073654e+00 -8.7063098e-01 -1.8413532e+00 -1.7215817e+00]",NormalFan
11,"[-1.4881427e+02  1.7984647e+02 -8.2161964e+01  5.6013748e+01
 -3.6720917e+01  4.4325565e+01 -1.0298852e-01  9.6053648e+00
  2.0183601e+00 -4.7534232e+00  7.0572295e+00 -1.3050663e+01
  9.7418547e+00 -1.0096888e+01  3.2949288e+00 -1.2093234e+01
 -2.5760531e+00  2.4797785e+00 -1.5044174e+00  3.9358990e+00
 -6.1628399e+00  3.6404512e+00 -6.1512432e+00  2.3544831e+00
 -4.5894319e-01  1.1213402e+00  1.1771448e+00 -6.4888269e-01
  2.7866306e+00 -6.6882386e+00 -1.3270050e+00 -3.7400782e+00
  1.0521332e-01  1.4341299e-01 -1.7263458e+00 -1.5867310e+00
 -3.1472597e+00 -1.2099708e+00 -1.5057062e+00 -1.5558687e+00]",NormalFan
12,"[-164.60553     192.52698     -41.411884     43.373077     -9.466226
   26.365957      7.228126      7.015328      3.9767375    -2.2327375
    7.868197     -7.323327      5.2361283    -6.122592     -1.2697467
   -6.5749373    -3.8137834     1.0200607    -3.7819583     1.6558201
   -5.625828      0.6983276    -4.762446     -1.7090803    -1.3661504
   -4.1874113     0.5611917    -2.7611856     0.49139333   -4.8133407
   -3.259995     -2.8155613    -3.0369952    -1.2384079    -3.3682702
   -0.5766468    -2.6632733    -2.473506     -1.7609134    -2.1051981 ]",NormalFan
13,"[-153.18437     181.09668     -84.20539      56.575592    -41.253155
   48.51671      -6.7904706    10.172561     -2.732148     -3.0425735
    7.526855    -14.629843      9.386618    -13.172194      4.2650814
  -14.253423     -1.4369475    -0.21667992   -3.3391721     1.671034
   -6.268218      3.6032982    -6.1674457     5.4187536    -1.8762463
    0.65166575   -0.76461786   -1.0322514     2.498486     -4.3035808
   -0.840328     -4.7237606     1.0894917    -0.9221964    -1.7476213
   -3.3435006    -3.0037534    -1.4494371    -1.0657419    -2.0624027 ]",NormalFan
14,"[-1.75463913e+02  2.05438049e+02  5.47249280e-02  5.60594788e+01
 -1.21396875e+01  1.92501450e+01 -1.90143704e-01 -2.75054622e+00
 -3.30907321e+00 -8.41589069e+00  6.75075102e+00 -8.52841568e+00
  4.33491945e+00 -6.25728273e+00 -1.98375642e-01 -1.36372328e+00
 -5.89041901e+00  4.50641066e-01 -4.47192287e+00  1.12115717e+00
 -4.56649113e+00 -4.44266081e-01 -4.32821941e+00 -2.47162080e+00
 -5.71558416e-01 -4.55745029e+00 -1.16211444e-01 -4.15544844e+00
  6.89568892e-02 -3.17396045e+00 -2.42945910e+00 -1.98050177e+00
 -3.61636329e+00  3.26659918e-01 -3.05346560e+00 -1.57549298e+00
 -2.88449454e+00 -1.85684645e+00 -1.42826974e+00 -2.58884573e+00]",NormalFan
15,"[-193.02824     233.94044       2.978057     30.65219      -9.506349
   16.56034       8.370537     -0.8928797     2.5557327    -2.9351056
    7.4884877    -4.65227       3.1225677    -0.47064972   -1.4901233
   -0.41039467   -3.1970992     0.93461126   -4.5763617    -0.95514846
   -3.5513093    -1.9057755    -2.3186047    -3.398006     -0.82856333
   -4.2699456    -1.4960393    -3.6998463    -1.9169985    -3.1805964
   -3.5156894    -1.5956699    -4.014989     -0.9026348    -3.6257107
   -2.0057857    -1.8311036    -3.1860178    -1.524496     -3.3149364 ]",NormalFan
16,"[-1.5237347e+02  1.8209171e+02 -8.2889084e+01  5.5943008e+01
 -3.8299732e+01  4.5289062e+01 -4.4351878e+00  9.2355881e+00
 -2.0796874e+00 -3.9221265e+00  6.7892280e+00 -1.4148649e+01
  9.8535833e+00 -1.1157068e+01  3.8391738e+00 -1.3325938e+01
 -8.3625871e-01  5.6758249e-01 -2.8310542e+00  3.1951072e+00
 -6.9138479e+00  3.9224026e+00 -5.4686503e+00  4.0648766e+00
 -1.6366962e+00 -1.4258127e-01  2.4606559e-01 -9.4936311e-01
  2.0685751e+00 -5.8529015e+00 -1.1000775e+00 -3.2221615e+00
  8.7768000e-01 -3.5697708e-01 -1.8540769e+00 -2.7803721e+00
 -3.4867702e+00 -1.1689669e+00 -3.3502269e-01 -2.1786883e+00]",NormalFan
17,"[-146.89313     172.87645     -72.766106     56.917355    -29.973587
   40.660572     -2.9376721    12.920479     -1.3498778    -3.8954017
   11.613612    -10.633891      9.78959     -12.070133      3.412462
  -10.469935     -2.851274      1.0022124    -2.213682      4.0351443
   -6.793791      2.4735727    -5.0449963     3.9565957    -1.3972474
   -1.2549553     0.22327639   -1.5085148     2.0005553    -5.5490804
   -1.7493935    -3.2391596     1.0072242    -0.631772     -1.4423252
   -1.5671806    -2.6243196    -1.3963788    -1.1718351    -0.6255069 ]",NormalFan
18,"[-158.32243     232.16177     -10.355734     35.47868     -19.859575
   13.389692     -0.9225596    -5.6490264    -2.1252174    -6.587031
    4.6982255    -9.1041765     3.9640722    -4.642146     -1.9320998
   -1.6233495    -3.6268277     0.8408136    -5.6955953    -0.26598573
   -4.6284866    -1.101345     -3.3180292    -2.5259519    -1.1205542
   -4.218164     -0.64682335   -4.1836214    -0.38699785   -3.5162783
   -2.3133655    -1.1263926    -3.4360456    -0.48400313   -3.2233942
   -1.1713005    -2.4843867    -2.1170526    -1.6374497    -2.4884684 ]",NormalFan
19,"[-214.60344     172.3719      -24.853735     38.017082    -13.304142
   24.978024      8.48293       2.1472886     7.084277     -0.46205512
   10.17423      -4.233569      5.971363     -1.9729234    -1.2906765
   -3.0450184    -3.846605      2.0001311    -2.1367092     4.2876716
   -0.8463214    -0.64960915   -3.903088     -0.44561803    0.6458103
   -3.5007699     0.40784168   -2.120386      1.1798849    -3.344595
   -2.2684474    -1.8605903    -4.2262716    -1.3914773    -4.6778116
   -2.2008061    -3.683018     -2.0194366    -1.0595773    -2.9177217 ]",NormalFan
20,"[-2.0635944e+02  1.5661311e+02 -4.5088905e+01  4.8009865e+01
 -2.3603880e+01  3.6986324e+01  8.6218643e+00  7.6016512e+00
  6.0738549e+00 -1.8072112e-02  1.2070905e+01 -6.7275229e+00
  8.8916740e+00 -6.0295696e+00  2.0175235e+00 -6.9483232e+00
 -5.8366532e+00  1.1370313e+00 -2.4406943e+00  5.1885018e+00
 -3.9389079e+00  1.8603359e+00 -4.1905317e+00  1.8103285e+00
  1.1008829e+00 -1.8761349e+00  3.9800918e-01 -3.8831661e+00
  2.5889943e+00 -3.4742818e+00 -8.5172915e-01 -2.9053674e+00
 -3.1718259e+00 -1.2990028e+00 -4.1081381e+00 -1.4047173e+00
 -3.9307921e+00 -1.1027979e+00 -1.1337017e+00 -1.8933717e+00]",NormalFan
21,"[-1.49463882e+02  1.71653152e+02 -7.15213165e+01  5.90970268e+01
 -3.36670914e+01  4.43390656e+01 -3.28321040e-01  9.60252380e+00
 -4.89986658e+00 -3.73891401e+00  1.21202078e+01 -1.13853874e+01
  1.06678505e+01 -1.21870394e+01  9.86715496e-01 -1.33210907e+01
 -4.36996078e+00 -2.70934612e-01 -2.38550520e+00  4.80617142e+00
 -4.58244562e+00  4.76580620e+00 -5.26764584e+00  4.55337381e+00
 -3.61808717e-01 -8.42367232e-01  2.24954367e-01 -2.38340950e+00
  1.83446181e+00 -3.96466208e+00 -5.18826067e-01 -3.75769114e+00
  1.68115385e-02 -2.30590296e+00 -2.60659838e+00 -2.15120196e+00
 -3.18943191e+00 -6.34770513e-01 -1.08493578e+00 -1.17344284e+00]",NormalFan
22,"[-2.1061833e+02  1.6663792e+02 -6.2118019e+01  5.7742229e+01
 -3.4883251e+01  4.7696289e+01  1.5230798e+00  1.2311836e+01
  1.2495862e+00 -1.6023012e+00  1.5826965e+01 -8.2647943e+00
  1.1917720e+01 -8.6608667e+00  3.1818750e+00 -1.1222586e+01
 -2.3123195e+00  1.2759160e+00 -1.7372650e+00  6.5098681e+00
 -4.1418629e+00  3.6292410e+00 -4.4102206e+00  5.6983781e+00
 -1.5623626e-02 -1.7866307e-01  3.4748718e-01 -3.0119574e+00
  2.5262868e+00 -4.4233866e+00 -7.0903838e-01 -4.1813579e+00
 -7.8588694e-01 -1.9929199e+00 -3.6430762e+00 -2.4956579e+00
 -3.1513698e+00 -3.8396201e-01 -1.2894323e+00 -1.3143780e+00]",NormalFan
23,"[-204.57446     165.83698     -51.454624     49.279057    -21.482613
   41.879112      7.2835345     6.0084577     6.305348     -1.1561469
   12.787811     -7.1283607    10.911153     -2.010533      2.8534348
   -5.8003964    -1.7835251     2.3874736    -3.3814998     4.732688
   -4.9414005     1.534199     -4.3710885     1.5683459     0.45934314
   -2.0505376     1.3366542    -3.3602405     1.7271475    -4.970535
   -1.616404     -3.3253582    -2.795875     -1.6455605    -5.295362
   -1.9875617    -5.0206847    -1.6198306    -1.4345514    -2.1407912 ]",NormalFan
24,"[-2.1126479e+02  1.7192996e+02 -6.2476509e+01  5.7356525e+01
 -3.4337044e+01  4.7867390e+01  2.6264470e+00  7.5891600e+00
 -1.4294935e+00  4.0948221e-01  1.3882170e+01 -8.3373766e+00
  1.1328876e+01 -9.2223463e+00  3.0512490e+00 -1.0045989e+01
 -1.9056700e+00 -9.2544883e-01 -1.3063293e+00  3.5185926e+00
 -5.4382896e+00  4.3870201e+00 -4.8001761e+00  5.9360962e+00
 -1.0167525e+00  1.9066852e-01  5.7930255e-01 -3.2317066e+00
  1.6549189e+00 -4.6811728e+00 -8.2443196e-01 -4.5012035e+00
 -2.3009062e-01 -2.3790319e+00 -3.6242623e+00 -1.8112833e+00
 -3.0617471e+00 -5.5873483e-01 -1.1237905e+00 -1.4475074e+00]",NormalFan
25,"[-2.0362813e+02  1.6347072e+02 -4.6556694e+01  4.2085491e+01
 -1.8867123e+01  3.8004654e+01  9.5371313e+00  4.3273630e+00
  4.9796124e+00  2.0091100e-01  1.0852326e+01 -6.0887818e+00
  8.4469862e+00 -5.0356102e+00  1.6401634e+00 -5.7896037e+00
 -2.3761740e+00  2.9539855e+00 -3.3555505e+00  4.0183992e+00
 -4.6785197e+00  1.0548990e+00 -2.1644030e+00  3.2683115e+00
  2.7479708e-01 -2.6459258e+00  1.2580204e+00 -3.5214815e+00
  1.3983562e+00 -5.2799211e+00 -2.6946950e+00 -3.4418318e+00
 -2.0868962e+00  6.6492128e-01 -4.7770586e+00 -2.9615169e+00
 -4.6119728e+00 -1.1706028e+00 -1.1955271e+00 -2.6294978e+00]",NormalFan
26,"[-2.0789941e+02  1.7463252e+02 -6.5928017e+01  5.6233212e+01
 -3.4408108e+01  4.6222763e+01 -1.3314430e-01  1.0176265e+01
  2.6189878e+00 -3.1205804e+00  1.3605091e+01 -7.7766652e+00
  1.1332438e+01 -9.3691463e+00  4.2979879e+00 -8.7269516e+00
 -3.0286510e+00 -1.2597290e-01 -3.2301393e+00  3.7177272e+00
 -6.2823029e+00  2.1080980e+00 -6.3794918e+00  2.5905588e+00
 -1.7694061e+00 -5.4090255e-01  2.8981629e-01 -3.3395932e+00
  1.6708046e+00 -4.7278104e+00 -7.0971864e-01 -4.9478817e+00
 -1.3773221e+00 -1.7917159e+00 -3.8671880e+00 -3.4805725e+00
 -5.3245907e+00 -2.2841671e+00 -1.7210470e+00 -1.0885262e+00]",NormalFan
27,"[-2.3363664e+02  2.0936629e+02  2.7392164e+01  5.4473789e+01
 -3.0554581e+00  1.9300865e+01  7.2670856e+00 -3.1701915e+00
 -2.1910398e+00 -5.2259669e+00  7.0089240e+00 -5.3982539e+00
  5.3440142e-01 -3.7250512e+00  1.6928357e-01 -1.3084688e+00
 -4.8447118e+00  9.2660922e-01 -3.8697052e+00  2.8786788e-02
 -3.3497281e+00 -1.3554997e+00 -3.0861287e+00 -2.5838618e+00
 -3.0606243e-01 -3.1578135e+00 -1.0474004e-01 -3.6355689e+00
 -1.0029912e-01 -1.9369529e+00 -2.4082179e+00 -1.3291574e+00
 -3.1778193e+00  7.1137685e-01 -3.4489846e+00 -1.5579456e+00
 -1.0450215e+00 -2.4400294e+00 -8.1955457e-01 -1.6542091e+00]",NormalFan
28,"[-2.2581662e+02  2.2896889e+02  2.9864557e+01  3.5723984e+01
 -4.1068649e+00  1.4527449e+01  6.8959765e+00 -3.5787694e+00
 -2.8460655e-01 -4.1604342e+00  3.4729426e+00 -4.7581758e+00
  1.4816358e+00 -2.8530924e+00 -2.4802310e+00 -3.2133469e-01
 -3.8990750e+00  6.9394462e-02 -3.6296711e+00 -6.4159185e-01
 -3.0966108e+00 -1.4490516e+00 -1.1956289e+00 -3.7444568e+00
 -4.9973506e-01 -3.2601840e+00 -1.6705531e+00 -2.5327091e+00
 -1.1719431e+00 -1.7674358e+00 -2.8182354e+00 -1.2297945e+00
 -2.9999530e+00 -2.7793390e-01 -3.0081432e+00 -1.6605749e+00
 -4.0772375e-01 -2.7848306e+00 -6.7252731e-01 -2.2064028e+00]",NormalFan
29,"[-2.0169461e+02  2.3195496e+02  1.8022673e+01  2.6931162e+01
 -1.7761829e+00  1.1560654e+01  7.8908834e+00 -3.5122659e+00
 -3.1917810e-01 -2.4292748e+00  4.1612816e+00 -3.9179285e+00
  1.0209085e+00 -7.8026569e-01 -2.4701993e+00 -2.8325877e-01
 -2.7423477e+00 -2.2093919e-01 -3.4393833e+00 -5.5401504e-01
 -2.5603571e+00 -2.0896375e+00 -9.2180783e-01 -3.5065200e+00
 -6.7508429e-01 -2.4987907e+00 -1.6579667e+00 -2.7299023e+00
 -1.8383656e+00 -1.4016809e+00 -2.4801776e+00 -8.3994609e-01
 -2.8325486e+00 -6.7290580e-01 -2.1931863e+00 -1.8797213e+00
 -9.0525979e-01 -3.1530864e+00 -9.3848622e-01 -2.4488311e+00]",NormalFan
30,"[-2.0728384e+02  2.3632733e+02  1.7165756e+01  2.7631996e+01
 -3.1327920e+00  1.2626934e+01  7.8928800e+00 -3.1971347e+00
  3.6944762e-01 -2.7692766e+00  4.8558812e+00 -3.8564036e+00
  1.4537030e+00 -2.6541647e-01 -2.3559594e+00 -1.6628534e-01
 -2.3083079e+00  4.6617746e-01 -3.5479407e+00 -5.5428636e-01
 -2.2331939e+00 -2.3416386e+00 -1.0694286e+00 -2.5156012e+00
 -1.2096415e+00 -3.3109894e+00 -5.5812746e-01 -2.9852071e+00
 -1.6573308e+00 -1.0000466e+00 -3.6106024e+00 -6.8971127e-01
 -2.7436564e+00 -1.1513724e+00 -2.0159957e+00 -2.4108400e+00
 -1.1309347e+00 -2.3822892e+00 -1.2538531e+00 -2.8683653e+00]",NormalFan
31,"[-2.1012109e+02  2.3417780e+02  1.5847317e+01  3.0038858e+01
 -5.6327109e+00  1.2301662e+01  8.9117765e+00 -1.4312781e+00
  1.9239806e+00 -1.7514678e+00  5.5642691e+00 -3.7621787e+00
  2.3014057e+00 -3.6989581e-02 -1.5869981e+00  9.3550850e-03
 -2.4425530e+00  7.3786920e-01 -3.9368544e+00 -7.8154987e-01
 -1.8590684e+00 -1.8117001e+00 -1.9082849e+00 -2.9894683e+00
 -6.8141568e-01 -3.0155401e+00 -9.9065059e-01 -3.0240369e+00
 -1.6576062e+00 -1.9147313e+00 -2.9848921e+00 -1.2704910e+00
 -3.5838945e+00 -9.9791467e-01 -3.1036541e+00 -2.2256563e+00
 -1.4785570e+00 -3.0361547e+00 -8.7742621e-01 -3.0266843e+00]",NormalFan
32,"[-2.1700478e+02  2.0733273e+02  1.4678042e+01  5.4424358e+01
 -5.1043959e+00  1.7890484e+01  5.9630270e+00 -2.6678195e+00
  1.7696198e+00 -3.5543160e+00  6.8807206e+00 -5.5705013e+00
  4.4704685e+00 -3.9226964e-01 -4.6529499e-01  1.0394026e-01
 -2.2060649e+00  7.7201962e-01 -4.2832398e+00  1.9122025e+00
 -2.7027948e+00 -6.4327973e-01 -1.9794179e+00 -3.1699355e+00
 -6.4904785e-01 -3.5862963e+00  4.8259422e-01 -3.4919684e+00
 -1.0253774e+00 -2.1721942e+00 -3.1101024e+00 -4.9729267e-01
 -2.6898458e+00 -8.3204430e-01 -3.6293626e+00 -1.2422980e+00
 -1.7101241e+00 -2.7663980e+00 -1.1669565e+00 -2.9291368e+00]",NormalFan
33,"[-2.2326512e+02  2.0513725e+02  2.2757278e+01  5.0083893e+01
  4.6118402e-01  1.6006401e+01  6.7260218e+00 -2.5554607e+00
  9.8139518e-01 -3.0629125e+00  6.6836705e+00 -4.3705444e+00
  3.7129045e+00 -5.2783602e-01 -1.7340016e+00  6.6733068e-01
 -3.5165350e+00  7.8798306e-01 -3.0554521e+00 -1.4821355e-01
 -1.8933196e+00 -7.4538356e-01 -1.8835812e+00 -3.2589471e+00
 -4.1374579e-01 -2.9724708e+00 -5.2217948e-01 -3.0139918e+00
 -9.0420675e-01 -1.8625333e+00 -2.8285007e+00 -5.3823596e-01
 -3.4627178e+00 -6.2930399e-01 -2.4892306e+00 -1.7360947e+00
 -1.7907912e+00 -2.5409901e+00 -4.8662004e-01 -3.0450940e+00]",NormalFan
34,"[-221.7547      209.54196      22.61044      49.45363      -1.8730541
   17.873907      7.749355     -2.397016      0.56147444   -4.1674285
    5.987862     -3.7302613     4.010891     -1.347977     -1.2948321
   -0.34134462   -3.1428592     1.9920461    -3.527272     -0.49053612
   -2.3866925    -0.6563427    -1.522536     -2.773695     -0.7733945
   -2.3913546     0.42234176   -4.0427003    -1.1296       -1.0669998
   -2.5305264    -0.8150617    -2.731824     -0.45247534   -3.6219337
   -1.850028     -0.78758246   -2.07126      -1.8795768    -3.3925097 ]",NormalFan
35,"[-1.9008699e+02  2.1126834e+02  1.6824210e+00  3.9248974e+01
  1.0104442e+00  1.9593493e+01  7.6842780e+00  1.0205816e+00
  1.3105426e+00 -5.5133190e+00  6.3273749e+00 -5.6135778e+00
  2.7014515e+00 -8.8533592e-01 -2.3451200e+00 -6.7527688e-01
 -2.6035812e+00  7.3725265e-01 -3.9649823e+00 -8.9970641e-02
 -3.1879640e+00 -6.6816127e-01 -1.4276148e+00 -3.1448622e+00
 -7.3119444e-01 -3.2557414e+00 -2.2382089e-01 -3.1527750e+00
 -9.8680806e-01 -1.7196293e+00 -2.1532822e+00 -5.9894466e-01
 -3.9599481e+00 -9.9746430e-01 -2.6215045e+00 -1.3445972e+00
 -1.2778016e+00 -2.3975573e+00 -5.5122340e-01 -2.9092410e+00]",NormalFan
36,"[-2.1043097e+02  2.3284424e+02  1.8029604e+01  3.2333809e+01
 -6.5837736e+00  1.2397141e+01  7.0962558e+00 -1.2090102e+00
  1.7113853e+00 -4.8473716e+00  5.6470628e+00 -3.8571577e+00
  9.2801470e-01 -7.5797439e-01 -2.5405102e+00 -1.7587131e-01
 -2.1512764e+00  4.0096349e-01 -3.6758325e+00 -7.0296860e-01
 -2.8524735e+00 -1.9094760e+00 -2.0714366e+00 -3.3878171e+00
 -7.2071117e-01 -3.5270276e+00 -1.4722157e+00 -3.2072427e+00
 -1.3395015e+00 -1.9631937e+00 -3.1591117e+00 -8.3444232e-01
 -3.6902683e+00 -1.1670334e+00 -2.7101822e+00 -1.9228511e+00
 -1.1790630e+00 -2.9235389e+00 -1.0494162e+00 -2.8003361e+00]",NormalFan
